cap-shape;cap-surface;cap-color;bruises;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;classification
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;red     ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;white    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;pink     ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
